id;Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;Feedback
609;11;Mi tía me regalo lindos &calcetines& para el frío.;El;Los;La;Los;Identifica el artículo que corresponde a la palabra destacada.;;Calcetines es masculino y plural, por lo que su artículo es los
610;11;Hoy me quedé despierta y llegué tarde al &trabajo&.;Unos;Un;El;El;Identifica el artículo que corresponde a la palabra destacada.;;Trabajo es masculino y singular, por lo que su artículo es el
611;11;El sábado estuvimos de &fiesta& por el cumpleaños de mi hermana.;La;Unas;El;La;Identifica el artículo que corresponde a la palabra destacada.;;Fiesta es femenino y singular, por lo que su artículo es la
612;11;Mi mamá se echa &crema& todas las noches antes de acostarse.;Un;Los;La;La;Identifica el artículo que corresponde a la palabra destacada.;;Crema es femenino y singular, por lo que su artículo es la
613;12;La ______ convive con hermosos peces de colores.;sirena;cirena;;sirena;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe sirena
614;12;Esta ______ está coja.;silla;cilla;;silla;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe silla
615;12;Un ______ me indicó venir para acá.;señor;ceñor;;señor;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe señor
616;12;Los ______ de mi amiga son sagrados.;secretos;cecretos;;secretos;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe secretos
617;12;La ______ es un lindo reptil.;serpiente;cerpiente;;serpiente;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe serpiente
618;12;Este mar está lleno de ______ de colores.;peces;peses;;peces;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe peces
619;12;Cuando las autoridades hablaron, todos guardamos ______. ;silencio;cilencio;;silencio;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe silencio
620;12;En el ______ de Santiago trabajan muchas personas.;centro;sentro;;centro;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe centro
621;12;Mi gato duerme todo el día en el ______.;sillón;cillón;;sillón;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe sillón
622;12;Al ver a mi mamá sentí mucha ______.;felicidad;felisidad;;felicidad;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe felicidad
623;12;Cada ______ tenemos una vez educación física. ;semana;cemana;;semana;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe semana
624;12;El animal a rayas más lindo es la ______.;cebra;sebra;;cebra;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cebra
625;12;Cuando él se enoja levanta su ______.;ceja;seja;;ceja;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe ceja
626;12;La ______ es un alimento muy rico y saludable.;cebolla;sebolla;;cebolla;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cebolla
627;12;El patio de mi casa tiene un poco de pasto y un poco de ______.;cemento;semento;;cemento;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cemento
628;12;Antes de número uno está el ______.;cero;sero;;cero;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cero
629;12;Para ir al picnic necesitamos una ______.;cesta;sesta;;cesta;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cesta
630;12;Para el desayuno, prefiero comer ______.;cereales;sereales;;cereales;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cereales
631;12;Para tu viaje, no olvides el ______ de dientes.;cepillo;sepillo;;cepillo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cepillo
632;12;La mermelada de ______ es mi favorita.;ciruela;siruela;;ciruela;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe ciruela
633;12;La figura que más ocupo en mis dibujos es el ______.;círculo;sírculo;;círculo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe círculo
634;12;Ya alimentamos a este ______ muchas veces.;cerdo;serdo;;cerdo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cerdo
635;12;¡La ______ de hoy estaba deliciosa!;cena;sena;;cena;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cena
636;12;Este color del ______ lo hace parecer un mar profundo.;cielo;sielo;;cielo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cielo
637;12;Hoy en día, casi todos tienen ______.;celular;selular;;celular;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe celular
638;12;El ______ del laboratorio es realmente un genio.;científico;sientífico;;científico;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe científico
639;12;La fila para entrar al ______ estaba muy larga.;circo;sirco;;circo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe circo
640;12;Cuando pasamos por el lago, observamos bellos ______.;cisnes;sisnes;;cisnes;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cisnes
641;12;Los ______ son tan altos que rascan el cielo.;edificios;edifisios;;edificios;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe edificios
642;12;Quisiera pedelar como aquél ______.;ciclista;siclista;;ciclista;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe ciclista
643;12;Mi ______ está perfecta para salir.;bicicleta;bisicleta;;bicicleta;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe bicicleta
644;12;Me parece muy linda la historia de la ______.;cigüeña;sigüeña;;cigüeña;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cigüeña
645;12;Después del cuatro viene el _____.;cinco;sinco;;cinco;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cinco
646;12;Le regalaremos un ______ a mi papá.;cinturón;sinturón;;cinturón;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe cinturón
647;12;Me encanta mi ______.;ciudad;siudad;;ciudad;¿Cómo se escribe correctamente la palabra que falta en la oración?;;La palabra se escribe ciudad
648;13;El sábado Marcela cumplirá _________ años y hará una fiesta de disfraces.;;;;quince;Escribe la palabra que falta utilizando la letra Q. Quince;;El sábado Marcela cumplirá quince años y hará una fiesta de disfraces.
649;13;El ________ básico realizó una campaña de reciclaje.;;;;quinto;Escribe la palabra que falta utilizando la letra Q. Quinto;;El quinto básico realizó una campaña de reciclaje.
650;13;Necesitamos una  _________ de coser para hacer los disfraces;;;;máquina;Escribe la palabra que falta utilizando la letra Q. Máquina;;Necesitamos una  máquina de coser para hacer los disfraces
651;13;Un __________ me molesta y no puedo concentrarme.;;;;mosquito;Escribe la palabra que falta utilizando la letra Q. Mosquito;;Un mosquito me molesta y no puedo concentrarme.
652;13;¡Qué lindo vestido tiene el ________!;;;;maniquí;Escribe la palabra que falta utilizando la letra Q. Maniquí;;¡Qué lindo vestido tiene el maniquí!
653;13;Javier dijo que se disfrazará de __________. ;;;;esquimal;Escribe la palabra que falta utilizando la letra Q. Esquimal;;Javier dijo que se disfrazará de esquimal. 
654;13;En la ___________ de la sala de clases esta el basurero.;;;;esquina;Escribe la palabra que falta utilizando la letra Q. Esquina;;En la esquina de la sala de clases esta el basurero.
655;13;El _________ de mi colegio vende naranjas muy ricas.;;;;quiosco;Escribe la palabra que falta utilizando la letra Q. Quiosco;;El quiosco de mi colegio vende naranjas muy ricas.
656;13;Mi hermano tiene clases de _________ en el colegio.;;;;química;Escribe la palabra que falta utilizando la letra Q. Química;;Mi hermano tiene clases de química en el colegio.
657;13;Andrés utiliza ______________ para pintarse la cara de payaso.;;;;maquillaje;Escribe la palabra que falta utilizando la letra Q. Maquillaje;;Andrés utiliza maquillaje para pintarse la cara de payaso.
658;13;La mamá de Josefa le dio pan con ____________ para desayunar.;;;;mantequilla;Escribe la palabra que falta utilizando la letra Q. Mantequilla;;La mamá de Josefa le dio pan con mantequilla para desayunar.
659;13;Para el disfraz de Juan, su mamá compró un ________;;;;quimono;Escribe la palabra que falta utilizando la letra Q. Quimono;;Para el disfraz de Juan, su mamá compró un quimono
660;13;Martín le ________ la pelota al otro jugador y metió un gol. ;;;;quitó;Escribe la palabra que falta utilizando la letra Q. Quitó;;Martín le quitó la pelota al otro jugador y metió un gol. 
661;13;El __________ de futbol del colegio ha ganado el campeonato. ;;;;equipo;Escribe la palabra que falta utilizando la letra Q. Equipo;;El equipo de futbol del colegio ha ganado el campeonato. 
662;13;La mamá de Juan le está probando el disfraz diciendo que se quede _____;;;;quieto ;Escribe la palabra que falta utilizando la letra Q. Quieto;;La mamá de Juan le está probando el disfraz diciendo que se quede quieto
663;13;Mi papá me dijo que el __________ es carne de caballo. ;;;;charqui;Escribe la palabra que falta utilizando la letra Q. Charqui;;Mi papá me dijo que el charqui es carne de caballo. 
664;13;Andrea y su mamá juegan a hacerse ___________.;;;;cosquillas;Escribe la palabra que falta utilizando la letra Q. Cosquillas;;Andrea y su mamá juegan a hacerse cosquillas.
665;13;El miércoles iremos a la nieve, Marcela dijo que me prestaría sus ______;;;;esquís;Escribe la palabra que falta utilizando la letra Q. Esquís;;El miércoles iremos a la nieve, Marcela dijo que me prestaría sus esquís
666;13;La familia de Verónica viajó a _________ en las vacaciones;;;;Quilpué ;Escribe la palabra que falta utilizando la letra Q. Quilpué;;La familia de Verónica viajó a Quilpué en las vacaciones
667;13;Mi abuela entro a __________________ para ser operada. ;;;;quirófano;Escribe la palabra que falta utilizando la letra Q. Quirófano;;Mi abuela entro a quirofano para ser operada. 
668;13;Los abuelos de José fueron a ___________ de vacaciones;;;;Turquía;Escribe la palabra que falta utilizando la letra Q. Turquía;;Los abuelos de José fueron a Turquía de vacaciones
669;13;___________ un disfraz de bailarina. ;;;;Quiero;Escribe la palabra que falta utilizando la letra Q. Quiero;;Quiero un disfraz de bailarina. 
670;13;¡La fiesta de disfraces de Marcela es _________!;;;;aquí;Escribe la palabra que falta utilizando la letra Q. Aquí;;¡La fiesta de disfraces de Marcela es aquí!
671;13;La enfermera del colegio sacó su __________ y curo las heridas de Jaime. ;;;;botiquín;Escribe la palabra que falta utilizando la letra Q. Botiquín;;La enfermera del colegio sacó su botiquín y curo las heridas de Jaime. 
672;13;Carolina se disfrazó de _____________. ;;;;vaquita;Escribe la palabra que falta utilizando la letra Q. Vaquita;;Carolina se disfrazó de vaquita. 
673;13;En el colegio aprendimos a tocar la ____________;;;;quena;Escribe la palabra que falta utilizando la letra Q. Quena;;En el colegio aprendimos a tocar la quena
674;13;¡Qué bien se ve Miguel disfrazado de _________;;;;vaquero;Escribe la palabra que falta utilizando la letra Q. Vaquero;;¡Qué bien se ve Miguel disfrazado de vaquero
675;13;José vio un___________ en una película. ;;;;tanque;Escribe la palabra que falta utilizando la letra Q. Tanque;;José vio un tanque en una película. 
676;13;En el cumpleaños de Marcela tenían ________ para comer. ;;;;queso;Escribe la palabra que falta utilizando la letra Q. Queso;;En el cumpleaños de Marcela tenían queso para comer. 
677;13;El ____________ me corto el pelo y me peino como las bailarinas. ;;;;peluquero;Escribe la palabra que falta utilizando la letra Q. Peluquero;;El peluquero me corto el pelo y me peino como las bailarinas. 
678;13;Mi papá va a jugar con la______________ de tenis ;;;;raqueta;Escribe la palabra que falta utilizando la letra Q. Raqueta;;Mi papá va a jugar con la raqueta de tenis 
679;13;Marcela tenía muchos ___________ de regalo. ;;;;paquetes;Escribe la palabra que falta utilizando la letra Q. Paquetes;;Marcela tenía muchos paquetes de regalo. 
680;13;Nos dio miedo ver a Martin con su disfraz de _____________.;;;;esqueleto;Escribe la palabra que falta utilizando la letra Q. Esqueleto;;Nos dio miedo ver a Martin con su disfraz de esqueleto.
681;13;Josefa y su hermano se perdieron en el _____________.;;;;bosque;Escribe la palabra que falta utilizando la letra Q. Bosque;;Josefa y su hermano se perdieron en el bosque
682;13;Andrea y su mamá salen en bicicleta al ____________.;;;;parque;Escribe la palabra que falta utilizando la letra Q. Parque;;Andrea y su mamá salen en bicicleta al parque
683;13;El papá de  Martín compró un computador y pago con ____________.;;;;cheque;Escribe la palabra que falta utilizando la letra Q. Cheque;;El papá de  Martín compró un computador y pago con cheque.
684;13;¡Qué rico esta el _________ que hizo la mamá de Marcela!;;;;queque;Escribe la palabra que falta utilizando la letra Q. Queque;;¡Qué rico esta el queque que hizo la mamá de Marcela!
685;13;En el colegio hay un __________ de agua que tiene varios peces. ;;;;estanque;Escribe la palabra que falta utilizando la letra Q. Estanque;;En el colegio hay un estanque de agua que tiene varios peces. 
686;13;En el cumpleaños de Marcela jugamos al __________ ¡qué divertido!;;;;emboque;Escribe la palabra que falta utilizando la letra Q. Emboque;;En el cumpleaños de Marcela jugamos al emboque ¡qué divertido!
687;13;La leche estaba caliente, me _______  la lengua. ;;;;quemé;Escribe la palabra que falta utilizando la letra Q. Quemé;;La leche estaba caliente, me quemé  la lengua. 
688;13;La mamá de Martín  le dio  ____________ para desayunar.;;;;quesillo;Escribe la palabra que falta utilizando la letra Q. Quesillo;;La mamá de Martín  le dio  quesillo para desayunar.
689;13;El papá de Andrés tiene una ___________ en el brazo. ;;;;quemadura;Escribe la palabra que falta utilizando la letra Q. Quemadura;;El papá de Andrés tiene una quemadura en el brazo. 
690;14;_____tarra;gui;gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe guitarra
691;14;____rnaldas;gui;gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe guirnaldas
692;14;____llermo;gui;Gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe Guillermo
693;14; an____la;gui;gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe anguila
694;14;____so;gui;gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe guiso
695;14;____nda;gui;gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe guinda
696;14; ami____tos;gui;gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe amiguitos
697;14;a____la;gui;gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe águila
698;14;____ño;gui;gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe guiño
699;14;___a ;gui;gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe guía
700;14;___llotina;gui;gi;güi;gui;Elige la forma correcta de escribir la palabra.;;La palabra se escribe guillotina
701;14;____pardo;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe guepardo
702;14;_____rrero;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe guerrero
703;14;ju____te;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe juguete
704;14;man___ra;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe manguera
705;14;ho___ra;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe hoguera
706;14;meren____;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe merengue
707;14;bode____ro;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe bodeguero
708;14;espa___ti;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe espagueti
709;14;Hambur___sa;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe hamburguesas
710;14;madri____ra;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe madriguera
711;14;Hormi___ro;gue;ge;güe;gue;Elige la forma correcta de escribir la palabra.;;La palabra se escribe hormiguero
712;14;___melas;gue;ge;güe;ge;Elige la forma correcta de escribir la palabra.;;La palabra se escribe gemelas
713;14;___nio;gue;ge;güe;ge;Elige la forma correcta de escribir la palabra.;;La palabra se escribe genio
714;14;___latina;gue;ge;güe;ge;Elige la forma correcta de escribir la palabra.;;La palabra se escribe gelatina
715;14;___neral;gue;ge;güe;ge;Elige la forma correcta de escribir la palabra.;;La palabra se escribe general
716;14;___neros;gue;ge;güe;ge;Elige la forma correcta de escribir la palabra.;;La palabra se escribe generos
717;14;refri___rador;gue;ge;güe;ge;Elige la forma correcta de escribir la palabra.;;La palabra se escribe refrigerador
718;14;___ometría;gue;ge;güe;ge;Elige la forma correcta de escribir la palabra.;;La palabra se escribe geometría
719;14;deter__nte;gue;ge;güe;ge;Elige la forma correcta de escribir la palabra.;;La palabra se escribe detergente
720;14;___nte;gue;ge;güe;ge;Elige la forma correcta de escribir la palabra.;;La palabra se escribe gente
721;14;____ma;gue;ge;güe;ge;Elige la forma correcta de escribir la palabra.;;La palabra se escribe gema
722;14;cole___o;gui;gi;güi;gi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe colegio
723;14;___tana;gui;gi;güi;gi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe itana
724;14;___rasol;gui;gi;güi;gi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe girasol
725;14;___gante;gui;gi;güi;gi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe gigante
726;14;___mnasia;gui;gi;güi;gi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe gimnasia
727;14;___rar ;gui;gi;güi;gi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe girar
728;14;aler__a ;gui;gi;güi;gi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe alergia
729;14;___mnasta;gui;gi;güi;gi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe gimnasta
730;14;Pá___na;gui;gi;güi;gi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe página
731;14;ma___a;gui;gi;güi;gi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe magia
732;14;Gua____ta;gui;gi;güi;güi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe guagüita
733;14;pin____no;gui;gi;güi;güi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe pingüino
734;14;para____tas;gui;gi;güi;güi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe paragüitas
735;14;len___ta;gui;gi;güi;güi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe lengüitas
736;14;ye____ta;gui;gi;güi;güi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe yegüita
737;14;A___ta;gui;gi;güi;güi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe agüita
738;14;pira___smo;gui;gi;güi;güi;Elige la forma correcta de escribir la palabra.;;La palabra se escribe paragüismo
739;14;ci____ña;gue;ge;güe;güe;Elige la forma correcta de escribir la palabra.;;La palabra se escribe cigüeña
740;14;ver____nza;gue;ge;güe;güe;Elige la forma correcta de escribir la palabra.;;La palabra se escribe vergüenza
741;14;desa____;gue;ge;güe;güe;Elige la forma correcta de escribir la palabra.;;La palabra se escribe desagüe
742;14;averi___;gue;ge;güe;güe;Elige la forma correcta de escribir la palabra.;;La palabra se escribe averigüe
743;14;bilin___;gue;ge;güe;güe;Elige la forma correcta de escribir la palabra.;;La palabra se escribe bilingüe
744;14;zari___ya;gue;ge;güe;güe;Elige la forma correcta de escribir la palabra.;;La palabra se escribe zarigüeya
745;14;para___ro;gue;ge;güe;güe;Elige la forma correcta de escribir la palabra.;;La palabra se escribe paragüero
746;14;un___nto;gue;ge;güe;güe;Elige la forma correcta de escribir la palabra.;;La palabra se escribe ungüento
747;14;anti____dad;gue;ge;güe;güe;Elige la forma correcta de escribir la palabra.;;La palabra se escribe antigüedad
748;15;Claudia &corre& todos los años la &maratón&.;;;;corre;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;corre tiene sonido r fuerte
749;15;Felipe &mira& la hora en su &reloj&.;;;;reloj;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;reloj tiene sonido r fuerte
750;15;Me gusta &ir& los domingos a caminar en el &cerro&.;;;;cerro;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;cerro tiene sonido r fuerte
751;15;La fruta más &rica& es la &pera&.;;;;rica;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;rica tiene sonido r fuerte
752;15;Cuando mi mamá &ríe& se llena mi &corazón&.;;;;ríe;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;ríe tiene sonido r fuerte
753;15;Mi nuevo amigo se llama &Ramón& y es &peruano&.;;;;Ramón;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;Ramón tiene sonido r fuerte
754;15;Mi hermana y yo &corremos& muy veloces por la &arena&.;;;;corremos;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;correremos tiene sonido r fuerte
755;15;Mi amigo &Raúl& y yo jugamos a los &piratas&.;;;;Raúl;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;Raúl tiene sonido r fuerte
756;15;Los caballos &tiran& con fuerza la &carreta&.;;;;carreta;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;carreta tiene sonido r fuerte
757;15;El &ruiseñor& y el &loro& son hermosas aves.;;;;ruiseñor;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;ruiseñor tiene sonido r fuerte
758;15;Mis abuelos me &regalan& día a día todo su &cariño&.;;;;regalan;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;regalan tiene sonido r fuerte
759;15;La señora &Teresa& cocina &ricos& queques.;;;;ricos;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;ricos tiene sonido r fuerte
760;15;La &corona& del &rey& tiene oro y diamantes.;;;;rey;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;rey tiene sonido r fuerte
761;15;En mi estuche tengo lápices, &tijeras& y &regla&.;;;;regla;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;regla tiene sonido r fuerte
762;15;Los &ratones& y las &arañas&. ;;;;ratones;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;ratones tiene sonido r fuerte
763;15;Me gusta mucho ese &perro&, &pero& a veces es un poco violento.;;;;perro;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;perro tiene sonido r fuerte
764;15;Como iba &rápido& al colegio, no me fije que la &vereda& tenía un hoyo y me caí.;;;;rápido;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;rápido tiene sonido r fuerte
765;15;En la &reunión& de &apoderados& se hablan importantes.;;;;reunión;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;reunión tiene sonido r fuerte
766;15;En el sorteo de la &rifa& me gané unos lindos &aros&.;;;;rifa;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;rifa tiene sonido r fuerte
767;15;Me herí la &oreja& por &rascarme& demasiado.;;;;rascarme;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;rascarme tiene sonido r fuerte
768;15;Mi plato favorito es el &puré& con pescado y ensalada de &repollo&.;;;;repollo;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;repollo tiene sonido r fuerte
769;15;En la &rama& del árbol hay un &loro& que canta muy bonito.;;;;rama;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;rama tiene sonido r fuerte
770;15;El &zorro& &miraba& muy asustado al león.;;;;zorro;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;zorro tiene sonido r fuerte
771;15;Por no &amarrarme& los cordones, me caí y me hice una &herida&.;;;;amarrarme;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;amarrarme tiene sonido r fuerte
772;15;El &verano& pasado me bañe en el &río& con mis hermanos.;;;;río;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;río tiene sonido r fuerte
773;15;En el &reloj& están los &números& del uno al doce.;;;;reloj;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;reloj tiene sonido r fuerte
774;15;El &pirata& &recuperó& su tesoro en el barco enemigo.;;;;recuperó;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;recuperó tiene sonido r fuerte
775;15;Mi mamá cepilla su pelo &para& que no se le &enrede&.;;;;enrede;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;enrede tiene sonido r fuerte
776;15;Mi abuelito &Enrique& &quiere& mucho a mi abuelita.;;;;Enrique;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;Enrique tiene sonido r fuerte
777;15;El patio de mi casa está &enrejado& para que estemos más &seguros&.;;;;enrejado;Señala cuál de las dos palabras destacadas tiene sonido r fuerte.;;enrejado tiene sonido r fuerte
778;16;ca____o;r fuerte;r débil;rr doble;rr doble;carro;;Carro se escribe con doble r
779;16;ca____o;r fuerte;r débil;rr doble;r débil;caro;;Caro tiene sonido r débil
780;16;ca____eta;r fuerte;r débil;rr doble;r débil;careta;;Careta tiene sonido r débil
781;16;en___edo;r fuerte;r débil;rr doble;r débil;enredo;;Enredo tiene sonido r fuerte
782;16;En___ique;r fuerte;r débil;rr doble;r fuerte;Enrique;;Enrique tiene sonido r fuerte
783;16;a____oz;r fuerte;r débil;rr doble;rr doble;arroz;;Arroz se escribe con doble r
784;16;ce____o;r fuerte;r débil;rr doble;rr doble;cerro;;Cerro se escribe con doble r
785;16;___eloj;r fuerte;r débil;rr doble;r fuerte;reloj;;Reloj tiene sonido r fuerte
786;16;____uido;r fuerte;r débil;rr doble;r fuerte;ruido;;Ruido tiene sonido r fuerte
787;16;pa____a;r fuerte;r débil;rr doble;rr doble;parra;;Parra se escribe con doble r
788;16;tie_____a;r fuerte;r débil;rr doble;rr doble;tierra;;Tierra se escribe con doble r
789;16;ca____iño;r fuerte;r débil;rr doble;r débil;cariño;;Cariño tiene sonido r débil
790;16;ba____a;r fuerte;r débil;rr doble;rr doble;barra;;Barra se escribe con doble r
791;16;Pe____ú;r fuerte;r débil;rr doble;r débil;Perú;;Perú tiene sonido r débil
792;16;mo____eno;r fuerte;r débil;rr doble;r débil;moreno;;Moreno tiene sonido r débil
793;16;guita_____a;r fuerte;r débil;rr doble;rr doble;guitarra;;Guitarra se escribe con doble r
794;16;a____aña;r fuerte;r débil;rr doble;r débil;araña;;Araña tiene sonido r débil
795;16;go____o;r fuerte;r débil;rr doble;rr doble;gorro;;Gorro se escribe con doble r
796;16;pa____ed;r fuerte;r débil;rr doble;r débil;pared;;Pared tiene sonido r débil
797;16;pá_____afo;r fuerte;r débil;rr doble;rr doble;párrafo;;Párrafo se escribe con doble r
798;16;____egalo;r fuerte;r débil;rr doble;r fuerte;regalo;;Regalo tiene sonido r fuerte
799;16;a____uga;r fuerte;r débil;rr doble;rr doble;arruga;;Arruga se escribe con doble r
800;16;to____o;r fuerte;r débil;rr doble;r débil;toro;;Toro tiene sonido r débil
801;16;____obot;r fuerte;r débil;rr doble;r fuerte;robot;;Robot tiene sonido r fuerte
802;16;ci_____uela;r fuerte;r débil;rr doble;r débil;ciruela;;Ciruela tiene sonido r débil
803;16;pue____ta;r fuerte;r débil;rr doble;r débil;puerta;;Puerta tiene sonido r débil
804;16;ma____avilla;r fuerte;r débil;rr doble;r débil;maravilla;;Maravilla tiene sonido r débil
805;16;ama____a;r fuerte;r débil;rr doble;rr doble;amarra;;Amarra se escribe con doble r
806;16;____acimo;r fuerte;r débil;rr doble;r fuerte;racimo;;Racimo tiene sonido r fuerte
807;16;to____e;r fuerte;r débil;rr doble;rr doble;torre;;Torre se escribe con doble r
808;16;a_____aña;r fuerte;r débil;rr doble;r débil;araña;;Araña tiene sonido r débil
809;16;son_____isa;r fuerte;r débil;rr doble;r fuerte;sonrisa;;Sonrisa tiene sonido r fuerte
810;16;____ata;r fuerte;r débil;rr doble;r fuerte;rata;;Rata tiene sonido r fuerte
811;16;hon____ado;r fuerte;r débil;rr doble;r fuerte;honrado;;Honrado tiene sonido r fuerte
812;16;o____eja;r fuerte;r débil;rr doble;r débil;oreja;;Oreja tiene sonido r débil
