id;Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;;;;;;;;
427;4;A mi me gusta jugar en el computador.;gusta;jugar;computador;computador;¿Cuál de las siguientes palabras tiene cuatro sílabas?;;;;;;;;;
428;4;En el cine vi una buena película.;cine;buena;película;película;¿Cuál de las siguientes palabras tiene cuatro sílabas?;;;;;;;;;
429;4;A Miguel le gusta comer mandarinas.;Miguel;comer;mandarinas;mandarinas;¿Cuál de las siguientes palabras tiene cuatro sílabas?;;;;;;;;;
430;4;Los computadores de mi colegio son muy rápidos.;computadores;colegio;rápidos;computadores;¿Cuál de las siguientes palabras tiene cinco sílabas?;;;;;;;;;
431;4;Mi hermano mayor estudia en la universidad.;hermano;mayor;universidad;universidad;¿Cuál de las siguientes palabras tiene cinco sílabas?;;;;;;;;;
432;4;Al hipopótamo le gusta estar en el agua.;hipopótamo;estar;agua;hipopótamo;¿Cuál de las siguientes palabras tiene cinco sílabas?;;;;;;;;;
433;4;En mi colegio hay buenos educadores.;colegio;buenos;educadores;educadores;¿Cuál de las siguientes palabras tiene cinco sílabas?;;;;;;;;;
434;4;Mis papás dicen que debo consumir colaciones más económicas.;consumir;colaciones;económicas;económicas;¿Cuál de las siguientes palabras tiene cinco sílabas?;;;;;;;;;
435;5;bolso;;;;2;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
436;5;computador;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
437;5;plátano;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
438;5;noche;;;;2;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
439;5;panaderos;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
440;5;bosque;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
441;5;armadura;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
442;5;astronauta;;;;5;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
443;5;abuelita;;;;5;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
444;5;amigos;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
445;5;caracol;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
446;5;castillo;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
447;5;cumpleaños;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
448;5;elefante;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
449;5;empanada;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
450;5;estuche;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
451;5;aceituna;;;;5;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
452;5;flauta;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
453;5;gallina;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
454;5;hormiga;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
455;5;invierno;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
456;5;verano;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
457;5;primavera;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
458;5;otoño;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
459;5;cordillera;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
460;5;mariposa;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
461;5;playa;;;;2;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
462;5;profesor;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
463;5;feria;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
464;5;imaginación;;;;6;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
465;5;farmacia;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
466;5;auto;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
467;5;libro;;;;2;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
468;5;cuento;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
469;5;sombrero;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
470;5;lápiz;;;;2;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
471;5;caballo;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
472;5;perro;;;;2;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
473;5;frutilla;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
474;5;bicicleta;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
475;5;baile;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
476;5;canario;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
477;5;vacaciones;;;;5;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
478;5;tiburón;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
479;5;escuela;;;;4;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
480;5;mascota;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
481;5;oreja;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
482;5;carta;;;;2;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
483;5;gigante;;;;3;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
484;5;pastel;;;;2;¿Cuántas vocales tiene la siguiente palabra?;;;;;;;;;
485;6;bolso;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
486;6;computador;;;;6;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
487;6;plátano;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
488;6;noche;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
489;6;panaderos;;;;5;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
490;6;bosque;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
491;6;armadura;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
492;6;astronauta;;;;5;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
493;6;abuelita;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
494;6;amigos;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
495;6;caracol;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
496;6;castillo;;;;5;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
497;6;cumpleaños;;;;6;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
498;6;elefante;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
499;6;empanada;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
500;6;estuche;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
501;6;aceituna;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
502;6;flauta;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
503;6;gallina;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
504;6;hormiga;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
505;6;invierno;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
506;6;familia;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
507;6;primavera;;;;5;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
508;6;otoño;;;;2;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
509;6;cordillera;;;;6;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
510;6;mariposa;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
511;6;playa;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
512;6;profesor;;;;5;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
513;6;feria;;;;2;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
514;6;imaginación;;;;5;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
515;6;farmacia;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
516;6;auto;;;;1;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
517;6;libro;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
518;6;cuento;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
519;6;sombrero;;;;5;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
520;6;lápiz;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
521;6;caballo;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
522;6;perro;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
523;6;frutilla;;;;5;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
524;6;bicicleta;;;;5;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
525;6;baile;;;;2;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
526;6;canario;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
527;6;vacaciones;;;;5;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
528;6;tiburón;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
529;6;escuela;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
530;6;mascota;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
531;6;oreja;;;;2;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
532;6;carta;;;;3;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
533;6;gigante;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
534;6;pastel;;;;4;¿Cuántas consonantes tiene la siguiente palabra?;;;;;;;;;
535;7;La tía de Sofía es muy bonita.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
536;7;En el sur de Chile hay lindos bosques. ;;;;8;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
537;7;Carlos toma jarabe para sentirse mejor. ;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
538;7;El bolso de mi mamá es lindo.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
539;7;Mi casa está cerca del colegio.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
540;7;Mi colación favortita es el yogurt con cereales.;;;;8;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
541;7;Mi profesora se llama Carolina.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
542;7;Hoy comí cerezas de postre.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
543;7;Me gusta mucho dibujar y pintar.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
544;7;Los delfines son mamíferos.;;;;4;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
545;7;La foca juega con la pelota.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
546;7;Me gusta el flan de chocolate.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
547;7;Mi abuelita siempre me llama por teléfono.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
548;7;Yo juego con mi perrito.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
549;7;Mi gato se llama Fígaro.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
550;7;Mi papá se llama Gerardo.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
551;7;Mi mamá dice que no debo comer comida chatarra.;;;;9;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
552;7;Siempre al llegar del colegio guardo mi mochila.;;;;8;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
553;7;La exposición de arte dura hasta mañana.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
554;7;Los higos son frutos muy dulces y jugosos.;;;;8;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
555;7;Las jirafas tienen el cuello muy largo.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
556;7;Mañana me juntaré con mis amigos.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
557;7;Juanito compró caramelos y helados.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
558;7;Mi perrita  es muy juguetona.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
559;7;Mi abuelita tiene el pelo blanco.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
560;7;El kiwi es una fruta ácida.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
561;7;El cumpleaños de Lilian estuvo muy entretenido.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
562;7;El león ruge fuerte.;;;;4;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
563;7;Mi mamá tiene lanas de muchos colores.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
564;7;Yo tengo muchos amigos.;;;;4;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
565;7;Me gusta mucho el jugo de manzanas.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
566;7;Me gusta acostarme en el pasto.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
567;7;Mi hermana se llama Natalia.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
568;7;Yo nunca he volado en avión.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
569;7;En otoño hace mucho frio.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
570;7;Las arañas tienen ocho patas.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
571;7;Me gusta escuchar música porque me pone contenta.;;;;8;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
572;7;La hermana de Margarita tiene quince años.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
573;7;El sol ilumina.;;;;3;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
574;7;El almuerzo estuvo muy rico.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
575;7;Me gusta leer rimas y poemas.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
576;7;Tengo rosas y tulipanes en mi jardín.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
577;7;Los días sábados me levanto más tarde.;;;;7;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
578;7;Tomás es mi mejor amigo.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
579;7;Los ratones tienen cola larga.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
580;7;Me gustaría viajar en avión.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
581;7;Antonia vio un video muy interesante en la web.;;;;5;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
582;7;Me gustan los duraznos.;;;;4;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
583;7;La zampoña es un instrumento musical.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
584;7;El primo de Eduardo es zurdo.;;;;6;¿Cuántas palabras tiene la siguiente oración?;;;;;;;;;
585;8;;;;;;;;;;;;;;;
586;9;;;;;;;;;;;;;;;
587;10;;camión;perro;casa;camión;¿Cuál de las palabras rima con dragón?;;;;;;;;;
9000;10;;tibio;frío;gato;frío;¿Cuál de las palabras rima con río?;;;;;;;;;
9001;10;;cantaba;cama;corría;corría;¿Cuál de las palabras rima con huía?;;;;;;;;;
9002;10;;jarro;jardín;reloj;jardín;¿Cuál de las palabras rima con jazmín?;;;;;;;;;
9003;10;;raza;computador;rama;raza;¿Cuál de las palabras rima con casa?;;;;;;;;;
9004;10;;circo;situación;lámpara;situación;¿Cuál de las palabras rima con emoción?;;;;;;;;;
9005;10;;rito;rima;teclado;rito;¿Cuál de las palabras rima con grito?;;;;;;;;;
9006;10;;parlante;miel;miraba;miraba;¿Cuál de las palabras rima con abrazaba?;;;;;;;;;
9007;10;;cerrar;rojos;imán;rojos;¿Cuál de las palabras rima con ojos?;;;;;;;;;
9008;10;;remo;rimas;bote;rimas;¿Cuál de las palabras rima con mimas?;;;;;;;;;
9009;10;;alteza;rey;hombro;alteza;¿Cuál de las palabras rima con cabeza?;;;;;;;;;
9010;10;;cantante;pasión;auto;pasión;¿Cuál de las palabras rima con canción?;;;;;;;;;
9011;10;;calma;paraíso;velo;velo;¿Cuál de las palabras rima con cielo?;;;;;;;;;
9012;10;;humores;rojos;colibrí;humores;¿Cuál de las palabras rima con colores?;;;;;;;;;
9013;10;;computador;desazón;cuadro;desazón;¿Cuál de las palabras rima con corazón?;;;;;;;;;
9014;10;;miraba;acoger;tía;tía;¿Cuál de las palabras rima con sentía?;;;;;;;;;
9015;10;;siento;vidrio;viejo;siento;¿Cuál de las palabras rima con viento?;;;;;;;;;
9016;10;;caparazón;camisa;cara;caparazón;¿Cuál de las palabras rima con corazón?;;;;;;;;;
9017;10;;medida;predicción;predicho;predicción;¿Cuál de las palabras rima con canción?;;;;;;;;;
9018;10;;malla;bella;amado;amado;¿Cuál de las palabras rima con resultado?;;;;;;;;;
9019;10;;decepción;medida;decidido;decepción;¿Cuál de las palabras rima con pasión?;;;;;;;;;
9020;10;;doña;bella;dado;bella;¿Cuál de las palabras rima con doncella?;;;;;;;;;
9021;10;;choque;camión;tomate;tomate;¿Cuál de las palabras rima con chocolate?;;;;;;;;;
9022;10;;toro;rosa;tensión;toro;¿Cuál de las palabras rima con tesoro?;;;;;;;;;
9023;10;;comida;mia;casilla;mia;¿Cuál de las palabras rima con comía?;;;;;;;;;
9024;10;;veredicto;velero;esfuerzo;esfuerzo;¿Cuál de las palabras rima con verso?;;;;;;;;;
9025;10;;contarte;camino;rosa;contarte;¿Cuál de las palabras rima con arte?;;;;;;;;;
9026;10;;manta;temor;canción;temor;¿Cuál de las palabras rima con amor?;;;;;;;;;
9027;10;;miércoles;domador;hermana;hermana;¿Cuál de las palabras rima con mañana?;;;;;;;;;
9028;10;;testigo;cariño;calor;testigo;¿Cuál de las palabras rima con amigo?;;;;;;;;;
9029;10;;amigo;danza;tomate;danza;¿Cuál de las palabras rima con confianza?;;;;;;;;;
9030;10;;vidrio;sentimiento;pasaje;pasaje;¿Cuál de las palabras rima con mensaje?;;;;;;;;;
9031;10;;partir;mirada;mesa;partir;¿Cuál de las palabras rima con sentir?;;;;;;;;;
9032;10;;vidrio;virar;milla;virar;¿Cuál de las palabras rima con mirar?;;;;;;;;;
9033;10;;miércoles;crecer;pesa;pesa;¿Cuál de las palabras rima con mesa?;;;;;;;;;
9034;10;;cuerno;canción;dado;cuerno;¿Cuál de las palabras rima con trueno?;;;;;;;;;
9035;10;;comida;acompañar;cara;acompañar;¿Cuál de las palabras rima con extrañar?;;;;;;;;;
588;11;Los caracoles se alimentan de ricas &hojas&.;La;Las;Una;Las;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es las;;;;;;;
589;11;En invierno uso &guantes& y gorro para abrigarme.;un;Unos;El;Unos;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es unos;;;;;;;
590;11;Martina e Isidora comen &helados& para pasar el calor;El;La;Unos;Unos;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es unos;;;;;;;
591;11;Las calles de mi &barrio& son iluminadas y seguras.;El;Los;Unos;El;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es el;;;;;;;
592;11;Me gusta mucho leer &cuentos& antes de acostarme.;Un;Los;El;Los;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es los;;;;;;;
593;11;Fui a ver a mi abuelita y me preparó ricas galletas para tomar &té&.;El;La;Unos;El;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es el;;;;;;;
594;11;Cuando voy al cine; me gusta ver &películas& comiendo galletas.;Una;Unas;Un;Unas;Identifica el artículo que corresponde a la palabra destacada.;Películas es femenino y plural; por lo que su artículo es unas;;;;;;
595;11;Mi &estuche& tiene gran variedad de lápices.;El;Unos;La;El;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es el;;;;;;;
596;11;A mi perrito Inti le encanta comer &galletas&.;Las;Una;La;Las;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es las;;;;;;;
597;11;Todos los viernes mi profesora nos da &tarea& para la casa.;La;Unas;Un;La;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es la;;;;;;;
598;11;Necesito comprar &pinceles& y témperas para hacer un trabajo.;Unos;Un;El;Unos;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es unos;;;;;;;
599;11;En el cumpleaños de Manuel habrá una piñata llena de &dulces&.;Un;Unos;El;Unos;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es unos;;;;;;;
600;11;Los domingos me gusta comer una comida especial y ricos &postres&.;Un;El;Los;Los;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es unos;;;;;;;
601;11;Por las noches; me gusta salir al &patio& y ver la luna.;Un;La;Unos;Un;Identifica el artículo que corresponde a la palabra destacada.;Patio es masculino y singular; por lo que su artículo es un;;;;;;
602;11;Todos los días paseo a mi perro; aunque no le gusta usar &correa&.;La;Unas;El;La;Identifica el artículo que corresponde a la palabra destacada.;Correa es femenino y singular; por lo que su artículo es la;;;;;;
603;11;Me gusta mucho ir de &paseo& con mis papás al parque.;La;El;Una;El;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es el;;;;;;;
604;11;A mi hermana le gusta mucho escuchar &música&.;La;Un;Unas;La;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es la;;;;;;;
605;11;Para la once de ayer mi mamá preparó ricas &galletas&.;Unas;La;El;Unas;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es unas;;;;;;;
606;11;Susana y Catalina compraron lindos &vestidos&.;Un;Una;Unos;Unos;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es unos;;;;;;;
607;11;Hoy nuestra profesora nos pidió dibujar nuestro &animal& favorito.;Un;Una;Unos;Un;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es un;;;;;;;
608;11;Mi mamá dice que cuando sea grande seré &artista&.;Una;Las;Los;Una;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es una;;;;;;;
609;11;Mi tía me regalo lindos &calcetines& para el frío.;El;Los;La;Los;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es los;;;;;;;
610;11;Hoy me quedé despierta y llegué tarde al &trabajo&.;Unos;Un;El;El;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es el;;;;;;;
611;11;El sábado estuvimos de &fiesta& por el cumpleaños de mi hermana.;La;Unas;El;La;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es la;;;;;;;
612;11;Mi mamá se echa &crema& todas las noches antes de acostarse.;Un;Los;La;La;Identifica el artículo que corresponde a la palabra destacada.;; por lo que su artículo es la;;;;;;;
613;12;La ______ convive con hermosos peces de colores.;sirena;cirena;;sirena;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
614;12;Esta ______ está coja.;silla;cilla;;silla;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
615;12;Un ______ me indicó venir para acá.;señor;ceñor;;señor;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
616;12;Los ______ de mi amiga son sagrados.;secretos;cecretos;;secretos;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
617;12;La ______ es un lindo reptil.;serpiente;cerpiente;;serpiente;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
618;12;Este mar está lleno de ______ de colores.;peces;peses;;peces;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
619;12;Cuando las autoridades hablaron; todos guardamos ______. ;silencio;cilencio;;silencio;¿Cómo se escribe correctamente la palabra que falta en la oración?;La palabra se escribe silencio;;;;;;;
620;12;En el ______ de Santiago trabajan muchas personas.;centro;sentro;;centro;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
621;12;Mi gato duerme todo el día en el ______.;sillón;cillón;;sillón;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
622;12;Al ver a mi mamá sentí mucha ______.;felicidad;felisidad;;felicidad;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
623;12;Cada ______ tenemos una vez educación física. ;semana;cemana;;semana;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
624;12;El animal a rayas más lindo es la ______.;cebra;sebra;;cebra;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
625;12;Cuando él se enoja levanta su ______.;ceja;seja;;ceja;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
626;12;La ______ es un alimento muy rico y saludable.;cebolla;sebolla;;cebolla;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
627;12;El patio de mi casa tiene un poco de pasto y un poco de ______.;cemento;semento;;cemento;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
628;12;Antes de número uno está el ______.;cero;sero;;cero;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
629;12;Para ir al picnic necesitamos una ______.;cesta;sesta;;cesta;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
630;12;Para el desayuno; prefiero comer ______.;cereales;sereales;;cereales;¿Cómo se escribe correctamente la palabra que falta en la oración?;La palabra se escribe cereales;;;;;;;
631;12;Para tu viaje; no olvides el ______ de dientes.;cepillo;sepillo;;cepillo;¿Cómo se escribe correctamente la palabra que falta en la oración?;La palabra se escribe cepillo;;;;;;;
632;12;La mermelada de ______ es mi favorita.;ciruela;siruela;;ciruela;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
633;12;La figura que más ocupo en mis dibujos es el ______.;círculo;sírculo;;círculo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
634;12;Ya alimentamos a este ______ muchas veces.;cerdo;serdo;;cerdo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
635;12;¡La ______ de hoy estaba deliciosa!;cena;sena;;cena;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
636;12;Este color del ______ lo hace parecer un mar profundo.;cielo;sielo;;cielo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
637;12;Hoy en día; casi todos tienen ______.;celular;selular;;celular;¿Cómo se escribe correctamente la palabra que falta en la oración?;La palabra se escribe celular;;;;;;;
638;12;El ______ del laboratorio es realmente un genio.;científico;sientífico;;científico;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
639;12;La fila para entrar al ______ estaba muy larga.;circo;sirco;;circo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
